episode,scene,task_description,start,end,frames,verb,object,hand,grip,grasp_loc,angle,source,relation,ref_object,ref_direction,orientation,flip,sub_position,text
2026-04-22-02-44-14-010000,pick_place_diverse,set 2 data collection day 1,2100,2193,93,place,yellow stuffed toy,left,-,-,-,-,behind,doritos,behind,forwards,none,none,Put the yellow stuffed animal behind the doritos with the left hand facing forwards.
2026-04-22-02-44-14-010000,pick_place_diverse,set 2 data collection day 1,2193,2304,111,pick,screwdriver,left,side,bottom,diagonal,table,-,-,-,-,-,-,Pick up the screwdriver from the table with the left hand using a side grip at the bottom from a diagonal angle.
2026-04-22-02-44-14-010000,pick_place_diverse,set 2 data collection day 1,2304,2421,117,place,screwdriver,left,-,-,-,-,behind,pink plate,behind,top_right,none,none,Put the screwdriver behind the pink plate with the left hand with the tip facing top right.
2026-04-22-02-44-14-010000,pick_place_diverse,set 2 data collection day 1,2421,2565,144,pick,white coffee cup,left,side,left,top,table,-,-,-,-,-,-,Pick up the white coffee cup from the table with the left hand using a side grasp at the left from the top.
2026-04-22-02-44-14-010000,pick_place_diverse,set 2 data collection day 1,2565,2667,102,place,white coffee cup,left,-,-,-,-,right,screwdriver,right,forwards,up,none,Put the white coffee cup to the right of the screwdriver with the left hand right side up with the front facing forwards.
2026-04-22-02-44-14-010000,pick_place_diverse,set 2 data collection day 1,2667,2802,135,pick,blue stuffed toy,left,plain,entire,diagonal,table,-,-,-,-,-,-,Pick up the blue stuffed animal from the table with the left hand at a diagonal angle grasping the entire object.
2026-04-22-02-44-14-010000,pick_place_diverse,set 2 data collection day 1,2802,2868,66,place,blue stuffed toy,left,-,-,-,-,right,pink plate,right,forwards,none,none,Put the blue stuffed animal to the right of the pink plate with the left hand facing forwards.
2026-04-22-02-44-14-010000,pick_place_diverse,set 2 data collection day 1,2868,2970,102,pick,yellow stuffed toy,left,side,top,diagonal,table,-,-,-,-,-,-,Pick up the yellow stuffed animal from the table with the left hand using a side grip at the top from a diagonal angle.
2026-04-22-02-50-42-144000,pick_place_diverse,set 2 data collection day 1,0,122,122,pick,blue marker,left,side,bottom,diagonal,table,-,-,-,-,-,-,Pick up the blue marker from the table with the left hand using a side grip at the bottom from a diagonal angle.
2026-04-22-02-50-42-144000,pick_place_diverse,set 2 data collection day 1,204,318,114,pick,brown stuffed toy,left,plain,middle,diagonal,table,-,-,-,-,-,-,Pick up the brown stuffed animal from the table with the left hand at a diagonal angle grasping the middle.
2026-04-22-02-50-42-144000,pick_place_diverse,set 2 data collection day 1,318,405,87,place,brown stuffed toy,left,-,-,-,-,left,canned goods,left,forwards,none,none,Put the brown stuffed animal to the left of the canned goods with the left hand facing forwards from the front.
2026-04-22-02-50-42-144000,pick_place_diverse,set 2 data collection day 1,405,555,150,pick,blue screwdriver,left,side,top,diagonal,table,-,-,-,-,-,-,Pick up the blue screwdriver from the table with the left hand using a side grip at the top from a diagonal angle.
2026-04-22-02-50-42-144000,pick_place_diverse,set 2 data collection day 1,555,690,135,place,blue screwdriver,left,-,-,-,-,behind,canned goods,behind,bottom_right,none,none,Place the blue screwdriver behind the canned goods with the left hand with its tip facing bottom right.
2026-04-22-02-50-42-144000,pick_place_diverse,set 2 data collection day 1,690,948,258,pick,white coffee cup,right,lip,right,diagonal,table,-,-,-,-,-,-,Pick up the white coffee cup from the table with the right hand using a diagonal lip grasp on the right side.
2026-04-22-02-50-42-144000,pick_place_diverse,set 2 data collection day 1,948,1071,123,place,white coffee cup,right,-,-,-,-,table,table,none,backwards,up,none,Put the white coffee cup to the right side of the table with the right hand right side up with the front facing backwards.
2026-04-22-02-50-42-144000,pick_place_diverse,set 2 data collection day 1,1071,1251,180,pick,asparagus,right,plain,middle,top,table,-,-,-,-,-,-,Pick up the asparagus from the table with the right hand from the top at the middle.
2026-04-22-02-50-42-144000,pick_place_diverse,set 2 data collection day 1,1251,1356,105,place,asparagus,right,-,-,-,-,front,carrot,front,top_left,none,none,Put the asparagus in front of the carrot with the right hand with the tip facing top left.
2026-04-22-02-50-42-144000,pick_place_diverse,set 2 data collection day 1,1356,1605,249,pick,green mug,left,handle,handle,side,table,-,-,-,-,-,-,Pick up the green mug from the table with the left hand by the handle from the side.
2026-04-22-02-50-42-144000,pick_place_diverse,set 2 data collection day 1,1605,1764,159,place,green mug,left,-,-,-,-,left,carrot,left,bottom_left,up,none,Put the green mug to the left of the carrot with the left hand right side up with the front facing bottom left.
2026-04-22-02-50-42-144000,pick_place_diverse,set 2 data collection day 1,1764,1881,117,pick,blue screwdriver,left,plain,middle,top,table,-,-,-,-,-,-,Pick up the blue screwdriver from the table with the left hand from the top at the middle.
2026-04-22-02-50-42-144000,pick_place_diverse,set 2 data collection day 1,1962,2115,153,pick,blue marker,left,plain,middle,diagonal,table,-,-,-,-,-,-,Pick up the blue marker from the table with the left hand at a diagonal angle grasping the middle.
2026-04-22-02-50-42-144000,pick_place_diverse,set 2 data collection day 1,2250,2370,120,pick,brown stuffed toy,left,plain,entire,top,table,-,-,-,-,-,-,Pick up the brown stuffed animal from the table with the left hand from the top grasping the entire object.
2026-04-22-02-50-42-144000,pick_place_diverse,set 2 data collection day 1,2370,2454,84,place,brown stuffed toy,left,-,-,-,-,behind,canned goods,behind,forwards,none,none,Put the brown stuffed animal behind the canned goods with the left hand facing forwards.
2026-04-22-02-50-42-144000,pick_place_diverse,set 2 data collection day 1,2454,2499,45,return,-,left,-,-,-,-,-,-,-,-,-,-,Return to home with the left hand.
2026-04-22-02-50-42-144000,pick_place_diverse,set 2 data collection day 1,2499,2571,72,pick,carrot,right,plain,middle,diagonal,table,-,-,-,-,-,-,Pick up the carrot from the table with the right hand at a diagonal angle from the middle.
2026-04-22-02-50-42-144000,pick_place_diverse,set 2 data collection day 1,2688,2820,132,pick,white coffee cup,right,handle,handle,side,table,-,-,-,-,-,-,Pick up the white coffee cup from the table with the right hand at the handle from the side.
2026-04-22-02-50-42-144000,pick_place_diverse,set 2 data collection day 1,2820,3000,180,place,white coffee cup,right,-,-,-,-,right,green mug,right,backwards,up,none,Put the white coffee cup to the right of the green mug with the handle facing backwards with the right hand right side up.
2026-04-22-02-55-57-557000,pick_place_diverse,set 2 data collection day 1,0,114,114,pick,brown stuffed toy,left,plain,entire,top,table,-,-,-,-,-,-,Pick up the brown stuffed animal from the table with the left hand from the top grasping the entire object.
2026-04-22-02-55-57-557000,pick_place_diverse,set 2 data collection day 1,114,216,102,place,brown stuffed toy,left,-,-,-,-,left,canned goods,left,top_left,none,none,Place the brown stuffed animal to the left of the canned goods with the left hand facing top left with the front as the reference point.
2026-04-22-02-55-57-557000,pick_place_diverse,set 2 data collection day 1,216,351,135,pick,blue screwdriver,left,plain,middle,top,table,-,-,-,-,-,-,Pick up the blue screwdriver from the table with the left hand from the top at the middle.
2026-04-22-02-55-57-557000,pick_place_diverse,set 2 data collection day 1,351,441,90,place,blue screwdriver,left,-,-,-,-,behind,canned goods,behind,bottom_right,none,none,Put the blue screwdriver behind the canned goods with the left hand facing bottom right at the tip.
2026-04-22-02-55-57-557000,pick_place_diverse,set 2 data collection day 1,441,564,123,pick,blue marker,left,plain,middle,diagonal,table,-,-,-,-,-,-,Pick up the blue marker from the table with the left hand at a diagonal angle grasping the middle.
2026-04-22-02-55-57-557000,pick_place_diverse,set 2 data collection day 1,564,723,159,place,blue marker,left,-,-,-,-,behind,brown stuffed toy,behind,backwards,none,none,Put the blue marker behind the brown stuffed animal with the left hand facing backwards with the tip as the reference point.
2026-04-22-02-55-57-557000,pick_place_diverse,set 2 data collection day 1,723,948,225,pick,green mug,left,handle,handle,side,table,-,-,-,-,-,-,Pick up the green mug from the table with the left hand by the handle from the side.
2026-04-22-02-55-57-557000,pick_place_diverse,set 2 data collection day 1,948,1107,159,place,green mug,left,-,-,-,-,right,blue marker,right,backwards,up,none,Place the green mug to the right of the blue marker with the left hand right side up with the front facing backwards.
2026-04-22-02-55-57-557000,pick_place_diverse,set 2 data collection day 1,1107,1257,150,pick,asparagus,right,plain,middle,diagonal,table,-,-,-,-,-,-,Pick up the asparagus from the table with the right hand at a diagonal angle grasping the middle.
2026-04-22-02-55-57-557000,pick_place_diverse,set 2 data collection day 1,1257,1317,60,place,asparagus,right,-,-,-,-,right,white cup,right,top_left,none,none,Put the asparagus to the right of the white cup with the right hand facing top left by the tip.
2026-04-22-02-55-57-557000,pick_place_diverse,set 2 data collection day 1,1317,1401,84,pick,carrot,right,plain,middle,diagonal,table,-,-,-,-,-,-,Pick up the carrot from the table with the right hand at a diagonal angle grasping the middle.
2026-04-22-02-55-57-557000,pick_place_diverse,set 2 data collection day 1,1401,1482,81,place,carrot,right,-,-,-,-,front,white cup,front,forwards,none,none,Put the carrot in front of the white cup with the right hand facing forwards.
2026-04-22-02-55-57-557000,pick_place_diverse,set 2 data collection day 1,1482,1602,120,pick,white cup,right,lip,right,diagonal,table,-,-,-,-,-,-,Pick up the white cup from the table with the right hand using a diagonal lip grasp on the right side.
2026-04-22-02-55-57-557000,pick_place_diverse,set 2 data collection day 1,1701,1893,192,pick,blue screwdriver,left,plain,middle,top,table,-,-,-,-,-,-,Pick up the blue screwdriver from the table with the left hand from the top at the middle.
2026-04-22-02-55-57-557000,pick_place_diverse,set 2 data collection day 1,1893,2055,162,place,blue screwdriver,left,-,-,-,-,left,carrot,left,backwards,none,none,Place the blue screwdriver to the left of the carrot with the left hand facing backwards with the tip as the reference point.
2026-04-22-02-55-57-557000,pick_place_diverse,set 2 data collection day 1,2055,2232,177,pick,green mug,left,handle,handle,side,table,-,-,-,-,-,-,Pick up the green mug from the table with the left hand by the handle from the side.
2026-04-22-02-55-57-557000,pick_place_diverse,set 2 data collection day 1,2232,2334,102,place,green mug,left,-,-,-,-,table,table,none,backwards,up,top,Put the green mug on the top side of the table with the left hand right side up with the front facing backwards.
2026-04-22-02-55-57-557000,pick_place_diverse,set 2 data collection day 1,2334,2487,153,pick,blue marker,left,plain,middle,top,table,-,-,-,-,-,-,Pick up the blue marker from the table with the left hand from the top at the middle.
2026-04-22-02-55-57-557000,pick_place_diverse,set 2 data collection day 1,2487,2691,204,place,blue marker,left,-,-,-,-,right,screwdriver,right,bottom_right,none,none,Put the blue marker to the right of the screwdriver with the left hand with its tip facing bottom right.
2026-04-22-02-55-57-557000,pick_place_diverse,set 2 data collection day 1,2691,2862,171,pick,blue screwdriver,right,plain,middle,top,table,-,-,-,-,-,-,Pick up the blue screwdriver from the table with the right hand from the top at the middle.
2026-04-22-02-58-16-127000,pick_place_diverse,set 2 data collection day 1,0,222,222,pick,blue screwdriver,right,plain,middle,diagonal,table,-,-,-,-,-,-,Pick up the blue screwdriver from the table with the right hand at a diagonal angle grasping the middle.
2026-04-22-02-58-16-127000,pick_place_diverse,set 2 data collection day 1,222,321,99,place,blue screwdriver,right,-,-,-,-,right,asparagus,right,backwards,none,none,Place the blue screwdriver to the right of the asparagus with the right hand facing backwards with the tip as the orientation reference point.
2026-04-22-02-58-16-127000,pick_place_diverse,set 2 data collection day 1,321,456,135,pick,asparagus,right,plain,middle,diagonal,table,-,-,-,-,-,-,Pick up the asparagus from the table with the right hand at a diagonal angle grasping the middle.
2026-04-22-02-58-16-127000,pick_place_diverse,set 2 data collection day 1,456,618,162,place,asparagus,right,-,-,-,-,between,blue marker and the carrot,between,top_left,none,none,Put the asparagus between the blue marker and the carrot with the right hand with the tip facing top left.
2026-04-22-02-58-16-127000,pick_place_diverse,set 2 data collection day 1,618,723,105,pick,blue marker,right,plain,middle,top,table,-,-,-,-,-,-,Pick up the blue marker from the table with the right hand from the top at the middle.
2026-04-22-02-58-16-127000,pick_place_diverse,set 2 data collection day 1,723,903,180,place,blue marker,right,-,-,-,-,right,green cup,right,bottom_right,none,none,Put the blue marker to the right of the green cup with the right hand with its tip facing bottom right.
2026-04-22-02-58-16-127000,pick_place_diverse,set 2 data collection day 1,903,1077,174,pick,green mug,right,handle,handle,diagonal,table,-,-,-,-,-,-,Pick up the green mug from the table with the right hand at a diagonal angle by the handle.
2026-04-22-02-58-16-127000,pick_place_diverse,set 2 data collection day 1,1077,1212,135,place,green mug,right,-,-,-,-,between,blue marker and the blue screwdriver,between,bottom_right,up,none,Put the green mug between the blue marker and the blue screwdriver with the handle facing bottom right right side up using the right hand.
2026-04-22-02-58-16-127000,pick_place_diverse,set 2 data collection day 1,1212,1467,255,pick,brown stuffed toy,left,side,top,top,table,-,-,-,-,-,-,Pick up the brown stuffed animal from the table with the left hand using a side grip from the top.
2026-04-22-02-58-16-127000,pick_place_diverse,set 2 data collection day 1,1467,1551,84,place,brown stuffed toy,left,-,-,-,-,behind,white canned goods,behind,forwards,none,none,Put the brown stuffed animal behind the white canned goods with the left hand facing forwards.
2026-04-22-02-58-16-127000,pick_place_diverse,set 2 data collection day 1,1551,1704,153,pick,white canned goods,left,side,top,diagonal,table,-,-,-,-,-,-,Pick up the white canned goods from the table with the left hand using a side grip at the top from a diagonal angle.
2026-04-22-02-58-16-127000,pick_place_diverse,set 2 data collection day 1,1704,1854,150,place,white canned goods,left,-,-,-,-,right,brown stuffed toy,right,none,none,none,Put the white canned goods to the right of the brown stuffed animal with the left hand.
2026-04-22-02-58-16-127000,pick_place_diverse,set 2 data collection day 1,1854,2013,159,pick,asparagus,right,plain,middle,diagonal,table,-,-,-,-,-,-,Pick up the asparagus from the table with the right hand at a diagonal angle grasping the middle.
2026-04-22-02-58-16-127000,pick_place_diverse,set 2 data collection day 1,2012,2121,109,place,asparagus,right,-,-,-,-,left,blue marker,left,forwards,none,none,Put the asparagus to the left of the blue marker with the right hand facing forwards with the tip forwards.
2026-04-22-02-58-16-127000,pick_place_diverse,set 2 data collection day 1,2121,2220,99,pick,carrot,right,plain,middle,diagonal,table,-,-,-,-,-,-,Pick up the carrot from the table with the right hand at a diagonal angle grasping the middle.
2026-04-22-02-58-16-127000,pick_place_diverse,set 2 data collection day 1,2220,2367,147,place,carrot,right,-,-,-,-,between,white canned goods and the asparagus,between,top_left,none,none,Put the carrot between the white canned goods and the asparagus with the right hand facing top left with the tip as the reference point.
2026-04-22-02-58-16-127000,pick_place_diverse,set 2 data collection day 1,2367,2517,150,pick,white mug,right,lip,top,diagonal,table,-,-,-,-,-,-,Pick up the white mug from the table with the right hand using a lip grip at the top right from a diagonal angle.
2026-04-22-02-58-16-127000,pick_place_diverse,set 2 data collection day 1,2517,2655,138,place,white mug,right,-,-,-,-,corner,asparagus,corner,none,up,none,Put the white mug to the bottom right of the asparagus with the right hand right side up with the front as the reference point.
2026-04-22-02-58-16-127000,pick_place_diverse,set 2 data collection day 1,2655,2760,105,pick,green mug,right,handle,handle,diagonal,table,-,-,-,-,-,-,Pick up the green mug from the table with the right hand at a diagonal angle by the handle.
2026-04-22-02-58-16-127000,pick_place_diverse,set 2 data collection day 1,2760,2892,132,place,green mug,right,-,-,-,-,front,blue marker,front,backwards,up,none,Place the green mug in front of the blue marker with the handle facing backwards right side up using the right arm.
2026-04-22-03-02-02-854000,pick_place_diverse,set 2 data collection day 1,0,81,81,pick,gray stuffed toy,left,plain,middle,diagonal,table,-,-,-,-,-,-,Pick up the gray stuffed animal from the table with the left hand at a diagonal angle grasping the middle.
2026-04-22-03-02-02-854000,pick_place_diverse,set 2 data collection day 1,81,144,63,place,gray stuffed toy,left,-,-,-,-,left,blue soda can,left,forwards,none,none,Put the gray stuffed animal to the left of the blue soda can with the left hand facing forwards from the front.
2026-04-22-03-02-02-854000,pick_place_diverse,set 2 data collection day 1,144,273,129,pick,tomato,left,side,top,diagonal,table,-,-,-,-,-,-,Pick up the tomato from the table with the left hand using a side grip at the top from a diagonal angle.
2026-04-22-03-02-02-854000,pick_place_diverse,set 2 data collection day 1,273,387,114,place,tomato,left,-,-,-,-,front,gray stuffed toy,front,none,up,none,Put the tomato in front of the gray stuffed animal with the left hand right side up.
2026-04-22-03-02-02-854000,pick_place_diverse,set 2 data collection day 1,387,534,147,pick,blue soda can,left,plain,middle,diagonal,table,-,-,-,-,-,-,Pick up the blue soda can from the table with the left hand at a diagonal angle grasping its middle.
2026-04-22-03-02-02-854000,pick_place_diverse,set 2 data collection day 1,534,681,147,place,blue soda can,left,-,-,-,-,corner,red marker,corner,none,none,none,Put the blue soda can to the bottom right of the red marker with the left hand.
2026-04-22-03-02-02-854000,pick_place_diverse,set 2 data collection day 1,681,888,207,pick,red marker,right,plain,middle,diagonal,table,-,-,-,-,-,-,Pick up the red marker from the table with the right hand at a diagonal angle grasping the middle.
2026-04-22-03-02-02-854000,pick_place_diverse,set 2 data collection day 1,888,1041,153,place,red marker,right,-,-,-,-,right,blue soda can,right,forwards,none,none,Put the red marker to the right of the blue soda can with the tip facing forwards using the right hand.
2026-04-22-03-02-02-854000,pick_place_diverse,set 2 data collection day 1,1041,1176,135,pick,tomato,left,plain,middle,diagonal,table,-,-,-,-,-,-,Pick up the tomato from the table with the left hand at a diagonal angle grasping the middle.
2026-04-22-03-02-02-854000,pick_place_diverse,set 2 data collection day 1,1176,1284,108,place,tomato,left,-,-,-,-,left,blue soda can,left,none,up,none,Put the tomato to the left of the blue soda can right side up with the front as the orientation reference using the left hand.
2026-04-22-03-02-02-854000,pick_place_diverse,set 2 data collection day 1,1284,1380,96,pick,gray stuffed toy,left,plain,middle,top,table,-,-,-,-,-,-,Pick up the gray stuffed animal from the table with the left hand from the top at the middle.
2026-04-22-03-02-02-854000,pick_place_diverse,set 2 data collection day 1,1380,1449,69,place,gray stuffed toy,left,-,-,-,-,left,tomato,left,top_left,none,none,Put the gray stuffed animal to the left of the tomato with the left hand facing top left from the front.
2026-04-22-03-02-02-854000,pick_place_diverse,set 2 data collection day 1,1449,1614,165,pick,blue soda can,right,side,top,top,table,-,-,-,-,-,-,Pick up the blue soda can from the table with the right hand using a side grip from the top.
2026-04-22-03-02-02-854000,pick_place_diverse,set 2 data collection day 1,1614,1734,120,place,blue soda can,right,-,-,-,-,right,red marker,right,none,none,none,Put the blue soda can to the right of the red marker with the right hand.
2026-04-22-03-02-02-854000,pick_place_diverse,set 2 data collection day 1,1734,1911,177,pick,tomato,left,plain,middle,diagonal,table,-,-,-,-,-,-,Pick up the tomato from the table with the left hand at a diagonal angle from the middle.
2026-04-22-03-02-02-854000,pick_place_diverse,set 2 data collection day 1,1911,2055,144,place,tomato,left,-,-,-,-,left,red marker,left,none,up,none,Put the tomato to the left of the red marker with the left hand right side up front.
2026-04-22-03-02-02-854000,pick_place_diverse,set 2 data collection day 1,2055,2163,108,pick,gray stuffed toy,left,plain,middle,top,table,-,-,-,-,-,-,Pick up the gray stuffed animal from the table with the left hand from the top at the middle.
2026-04-22-03-02-02-854000,pick_place_diverse,set 2 data collection day 1,2280,2460,180,pick,red marker,right,side,top,diagonal,table,-,-,-,-,-,-,Pick up the red marker from the table with the right hand using a side grip at the top from a diagonal angle.
2026-04-22-03-02-02-854000,pick_place_diverse,set 2 data collection day 1,2460,2631,171,place,red marker,right,-,-,-,-,right,blue soda can,right,forwards,none,none,Put the red marker to the right of the blue soda can with the tip facing forwards using the right hand.
2026-04-22-03-02-02-854000,pick_place_diverse,set 2 data collection day 1,2631,2772,141,pick,gray stuffed toy,right,plain,top,diagonal,table,-,-,-,-,-,-,Pick up the gray stuffed animal from the table with the right hand at a diagonal angle grasping the top of the object.
2026-04-22-03-02-02-854000,pick_place_diverse,set 2 data collection day 1,2772,3000,228,place,gray stuffed toy,right,-,-,-,-,between,tomato and the blue soda can,between,forwards,none,none,Place the gray stuffed animal between the tomato and the blue soda can with the right hand facing forwards.
2026-04-22-03-04-16-390000,pick_place_diverse,set 2 data collection day 1,0,99,99,pick,gray stuffed toy,right,plain,middle,diagonal,table,-,-,-,-,-,-,Pick up the gray stuffed animal from the table with the right hand at a diagonal angle from the middle.
2026-04-22-03-04-16-390000,pick_place_diverse,set 2 data collection day 1,99,195,96,place,gray stuffed toy,right,-,-,-,-,behind,tomato,behind,forwards,none,none,Put the gray stuffed animal behind the tomato with the right hand facing forwards.
2026-04-22-03-04-16-390000,pick_place_diverse,set 2 data collection day 1,195,327,132,pick,blue soda can,right,plain,middle,diagonal,table,-,-,-,-,-,-,Pick up the blue soda can from the table with the right hand at a diagonal angle grasping the middle.
2026-04-22-03-04-16-390000,pick_place_diverse,set 2 data collection day 1,327,411,84,place,blue soda can,right,-,-,-,-,right,gray stuffed toy,right,none,none,none,Put the blue soda can to the right of the gray stuffed animal with the right hand.
2026-04-22-03-04-16-390000,pick_place_diverse,set 2 data collection day 1,411,495,84,pick,red marker,right,plain,middle,diagonal,table,-,-,-,-,-,-,Pick up the red marker from the table with the right hand at a diagonal angle grasping the middle.
2026-04-22-03-04-16-390000,pick_place_diverse,set 2 data collection day 1,495,645,150,place,red marker,right,-,-,-,-,right,blue soda can,right,top_right,none,none,Put the red marker to the right of the blue soda can with the right hand with its tip facing top right.
2026-04-22-03-04-16-390000,pick_place_diverse,set 2 data collection day 1,645,804,159,pick,tomato,right,plain,entire,top,table,-,-,-,-,-,-,Pick up the tomato from the table with the right hand from the top grasping the entire object.
2026-04-22-03-04-16-390000,pick_place_diverse,set 2 data collection day 1,804,954,150,place,tomato,right,-,-,-,-,right,red marker,right,none,up,none,Put the tomato to the right of the red marker with the right hand right side up with the front as the orientation reference point.
2026-04-22-03-04-16-390000,pick_place_diverse,set 2 data collection day 1,954,1128,174,pick,blue soda can,right,side,top,diagonal,table,-,-,-,-,-,-,Pick up the blue soda can from the table with the right hand using a side grip at the top diagonally.
2026-04-22-03-04-16-390000,pick_place_diverse,set 2 data collection day 1,1128,1248,120,place,blue soda can,right,-,-,-,-,corner,red marker,corner,none,none,none,Put the blue soda can to the bottom right of the red marker with the right hand.
2026-04-22-03-04-16-390000,pick_place_diverse,set 2 data collection day 1,1248,1341,93,pick,gray stuffed toy,right,plain,entire,diagonal,table,-,-,-,-,-,-,Pick up the gray stuffed animal from the table with the right hand at a diagonal angle grasping the entire object.
2026-04-22-03-04-16-390000,pick_place_diverse,set 2 data collection day 1,1341,1407,66,place,gray stuffed toy,right,-,-,-,-,left,blue soda can,left,forwards,none,none,Put the gray stuffed animal to the left of the blue soda can with the right hand facing forwards with the front as the reference point.
2026-04-22-03-04-16-390000,pick_place_diverse,set 2 data collection day 1,1407,1506,99,pick,red marker,right,plain,middle,diagonal,table,-,-,-,-,-,-,Pick up the red marker from the table with the right hand at a diagonal angle grasping the middle.
2026-04-22-03-04-16-390000,pick_place_diverse,set 2 data collection day 1,1506,1605,99,place,red marker,right,-,-,-,-,behind,gray stuffed toy,behind,top_left,none,none,Place the red marker behind the gray stuffed animal with the right hand with its tip facing top left.
2026-04-22-03-04-16-390000,pick_place_diverse,set 2 data collection day 1,1605,1824,219,pick,tomato,right,plain,entire,diagonal,table,-,-,-,-,-,-,Pick up the tomato from the table with the right hand at a diagonal angle grasping the entire object.
2026-04-22-03-04-16-390000,pick_place_diverse,set 2 data collection day 1,1824,1950,126,place,tomato,right,-,-,-,-,right,red marker,right,none,up,none,Put the tomato to the right of the red marker with the right hand right side up with the front as the reference point.
2026-04-22-03-04-16-390000,pick_place_diverse,set 2 data collection day 1,1950,2091,141,pick,red marker,right,side,top,diagonal,table,-,-,-,-,-,-,Pick up the red marker from the table with the right hand using a side grip at the top with a diagonal pick angle.
2026-04-22-03-04-16-390000,pick_place_diverse,set 2 data collection day 1,2091,2178,87,place,red marker,right,-,-,-,-,left,gray stuffed toy,left,forwards,none,none,Put the red marker to the left of the gray stuffed animal with the right hand facing forwards with the tip as the reference point.
2026-04-22-03-04-16-390000,pick_place_diverse,set 2 data collection day 1,2178,2253,75,pick,gray stuffed toy,right,plain,entire,diagonal,table,-,-,-,-,-,-,Pick up the gray stuffed animal from the table with the right hand at a diagonal angle grasping the entire object.
2026-04-22-03-04-16-390000,pick_place_diverse,set 2 data collection day 1,2253,2343,90,place,gray stuffed toy,right,-,-,-,-,left,red marker,left,forwards,none,none,Place the gray stuffed animal to the left of the red marker with the right hand facing forwards.
2026-04-22-03-04-16-390000,pick_place_diverse,set 2 data collection day 1,2343,2544,201,pick,red marker,left,plain,middle,top,table,-,-,-,-,-,-,Pick up the red marker from the table with the left hand from the top at the middle.
2026-04-22-03-04-16-390000,pick_place_diverse,set 2 data collection day 1,2544,2652,108,place,red marker,left,-,-,-,-,left,gray stuffed toy,left,forwards,none,none,Put the red marker to the left of the gray stuffed animal with the left hand facing forwards with the tip as the reference point.
2026-04-22-03-04-16-390000,pick_place_diverse,set 2 data collection day 1,2652,2769,117,pick,gray stuffed toy,left,plain,entire,top,table,-,-,-,-,-,-,Pick up the gray stuffed animal from the table with the left hand from the top by grasping the entire object.
2026-04-22-03-04-16-390000,pick_place_diverse,set 2 data collection day 1,2769,2841,72,place,gray stuffed toy,left,-,-,-,-,behind,red marker,behind,forwards,none,none,Put the gray stuffed animal behind the red marker with the left hand facing forwards.
2026-04-22-03-04-16-390000,pick_place_diverse,set 2 data collection day 1,2841,2937,96,pick,blue soda can,right,side,top,diagonal,table,-,-,-,-,-,-,Pick up the blue soda can from the table with the right hand using a side grip at the top from a diagonal angle.
2026-04-22-03-06-24-661000,pick_place_diverse,set 2 data collection day 1,0,114,114,pick,tomato,right,plain,middle,diagonal,table,-,-,-,-,-,-,Pick up the tomato from the table with the right hand at a diagonal angle grasping the middle.
2026-04-22-03-06-24-661000,pick_place_diverse,set 2 data collection day 1,114,222,108,place,tomato,right,-,-,-,-,right,blue soda can,right,none,up,none,Put the tomato to the right of the blue soda can with the right hand right side up.
2026-04-22-03-06-24-661000,pick_place_diverse,set 2 data collection day 1,222,384,162,pick,blue soda can,right,side,top,diagonal,table,-,-,-,-,-,-,Pick up the blue soda can from the table with the right hand using a side grip at the top from a diagonal angle.
2026-04-22-03-06-24-661000,pick_place_diverse,set 2 data collection day 1,384,474,90,place,blue soda can,right,-,-,-,-,right,tomato,right,none,none,none,Put the blue soda can to the right of the tomato with the right hand.
2026-04-22-03-06-24-661000,pick_place_diverse,set 2 data collection day 1,474,603,129,pick,gray stuffed toy,left,plain,entire,top,table,-,-,-,-,-,-,Pick up the gray stuffed animal from the table with the left hand from the top at the entire object.
2026-04-22-03-06-24-661000,pick_place_diverse,set 2 data collection day 1,603,660,57,place,gray stuffed toy,left,-,-,-,-,left,red marker,left,top_left,none,none,Put the gray stuffed animal to the left of the red marker with the left hand facing top left relative to the front.
2026-04-22-03-06-24-661000,pick_place_diverse,set 2 data collection day 1,660,753,93,pick,red marker,left,plain,middle,top,table,-,-,-,-,-,-,Pick up the red marker from the table with the left hand from the top at the middle.
2026-04-22-03-06-24-661000,pick_place_diverse,set 2 data collection day 1,753,882,129,place,red marker,left,-,-,-,-,left,gray stuffed toy,left,top_right,none,none,Put the red marker to the left of the gray stuffed animal with the left hand with its tip facing top right.
2026-04-22-03-06-24-661000,pick_place_diverse,set 2 data collection day 1,882,1020,138,pick,tomato,left,side,top,diagonal,table,-,-,-,-,-,-,Pick up the tomato from the table with the left hand using a side grip at the top with a diagonal pick angle.
2026-04-22-03-06-24-661000,pick_place_diverse,set 2 data collection day 1,1020,1128,108,place,tomato,left,-,-,-,-,right,gray stuffed toy,right,none,up,none,Put the tomato to the right of the gray stuffed animal with the left hand right side up with the front as the orientation reference point.
2026-04-22-03-06-24-661000,pick_place_diverse,set 2 data collection day 1,1128,1248,120,pick,gray stuffed toy,left,plain,entire,top,table,-,-,-,-,-,-,Pick up the gray stuffed animal from the table with the left hand from the top grasping the entire object.
2026-04-22-03-06-24-661000,pick_place_diverse,set 2 data collection day 1,1248,1341,93,place,gray stuffed toy,left,-,-,-,-,between,tomato and the blue soda can,between,forwards,none,none,Put the gray stuffed animal in between the tomato and the blue soda can with the left hand facing forwards from the front.
